set,experiment,k,q_squared,x_b,t,ReH,ImH,ReH_algorithmic_std,ImH_algorithmic_std,xsec_chi2,diff_chi2,joint_chi2,ReH_central,ReH_mean,ReH_std,ReH_q16,ReH_q50,ReH_q84,ImH_central,ImH_mean,ImH_std,ImH_q16,ImH_q50,ImH_q84,corr_ReH_ImH,ReH_half_68,ImH_half_68,cov_ReH_ImH
361,E12-06-114 Hall A,8.847,5.36,0.485,-0.508514038,-1.1641123,3.2965224,0.04605881,0.021372953,0.0724707182570336,0.0763468400306404,0.074408779143837,-1.1641126,-1.1588941,0.083705194,-1.2396773,-1.1555514,-1.0725857,3.2965226,3.295067,0.05897598,3.2474098,3.2984643,3.343989,0.4422639425287897,0.0835458,0.048289600000000155,0.0021832783420716664
362,E12-06-114 Hall A,8.847,5.371,0.486,-0.56958964,-1.0160183,3.2778842,0.02338088,0.010415636,0.0890488788104046,0.1317370386670403,0.1103929587387224,-1.0160179,-1.0260096,0.08488634,-1.1147658,-1.0275934,-0.9490539,3.2778842,3.2756488,0.052348603,3.2231822,3.2777872,3.3285716,0.5953182133370215,0.08285595000000001,0.05269469999999998,0.0026454044197650978
363,E12-06-114 Hall A,8.847,5.379,0.486,-0.654643764,-0.5366399,3.1346922,0.06270693,0.022074256,0.178876149132347,0.3424729278203259,0.2606745384763365,-0.5366398,-0.5660333,0.11812506,-0.69034487,-0.53678304,-0.45186564,3.1346917,3.128699,0.05242205,3.0837872,3.137177,3.1738496,0.819259906513429,0.119239615,0.04503119999999994,0.005073150473614398
364,E12-06-114 Hall A,10.992,7.044,0.494,-0.432560756,-1.1182132,2.3352017,0.03023546,0.01713318,0.1248882062820553,0.1399340233539342,0.1324111148179947,-1.1182135,-1.0991614,0.15015346,-1.2246107,-1.0817375,-0.9420108,2.3352015,2.3439279,0.14486557,2.2167673,2.36076,2.4885046,0.2944340597849691,0.14129994999999995,0.13586865000000015,0.006404549269027596
365,E12-06-114 Hall A,10.992,7.093,0.498,-0.525571333,-1.3779409,2.8997312,0.023107765,0.04108485,0.0339643024407969,0.0601747947489628,0.0470695485948798,-1.3779409,-1.3659335,0.104964815,-1.4791402,-1.366389,-1.2543327,2.8997312,2.9146392,0.09954888,2.803064,2.9223104,3.0011394,0.3971653162421499,0.11240375000000002,0.0990377,0.004150031930612661
366,E12-06-114 Hall A,10.992,7.114999999999999,0.4989999999999999,-0.612896976,-1.1606295,2.9984665,0.053448994,0.021816045,0.0930229543178785,0.0373934812715168,0.0652082177946977,-1.1606295,-1.1608135,0.09835967,-1.2609819,-1.1455424,-1.0748317,2.9984663,3.007738,0.08643218,2.9362319,3.013082,3.085894,0.5889653726418547,0.09307509999999997,0.07483105000000001,0.005007054191152427
367,E12-06-114 Hall A,10.992,7.105999999999999,0.4989999999999999,-0.697854847,-0.8346647,2.9097564,0.08225741,0.035211813,0.1430993515991617,0.1267354263823951,0.1349173889907784,-0.8346647,-0.85356313,0.12843795,-0.9820056,-0.84572536,-0.7295069,2.9097564,2.9126894,0.0858908,2.8335583,2.9161167,2.9905605,0.8129910108250916,0.12624935000000004,0.07850109999999999,0.008968622752948192
368,E12-06-114 Hall A,10.991999999999996,7.102000000000001,0.4979999999999998,-0.8556131640000002,0.049718827,2.8573856,0.057862222,0.011295017,0.3140879690092665,0.520869412151288,0.4174786905802772,0.049719393,-0.0049522514,0.24706665,-0.25256538,0.056414068,0.18968427,2.8573856,2.8459272,0.08329585,2.7655787,2.8595393,2.9103854,0.8973855053050008,0.221124825,0.07240335000000009,0.018467858631943373
369,E12-06-114 Hall A,8.521,5.604,0.61,-0.764596036,-0.0796414,2.9034963,0.044284042,0.012942136,0.0973721805081653,0.0159445383626622,0.0566583594354137,-0.079641685,-0.09270498,0.0716731,-0.1565797,-0.09354158,-0.017259914,2.9034965,2.9065058,0.029699622,2.8826375,2.9033327,2.93471,-0.1482409722818269,0.069659893,0.026036249999999983,-0.00031555521769601093
370,E12-06-114 Hall A,8.521,5.617,0.612,-0.904134479,-0.38827902,2.7494762,0.057314306,0.00635812,0.4324218377057125,0.0571647341905695,0.244793285948141,-0.38827917,-0.39829758,0.06443216,-0.45795563,-0.39693403,-0.3311421,2.7494764,2.7513266,0.023142511,2.7317467,2.7497804,2.7713375,0.2177825037987534,0.063406765,0.01979540000000002,0.00032474027643431143
371,E12-06-114 Hall A,8.521,5.638000000000001,0.615,-1.048158824,-0.2508144,2.6025991,0.029750701,0.0020269768,0.4489409145816627,0.1596658932499316,0.3043034039157972,-0.25081483,-0.26123962,0.06123923,-0.32404265,-0.26475877,-0.20335521,2.602599,2.606796,0.025152626,2.5871892,2.6060576,2.630136,0.2350522481052744,0.06034371999999999,0.021473399999999865,0.000362057429639423
372,E12-06-114 Hall A,8.521,5.653,0.617,-1.189621856,0.11923531,2.4561374,0.062221605,0.0045849904,0.3522421875323029,0.1510580138090637,0.2516501006706833,0.119235486,0.10635232,0.07266607,0.032528672,0.11548753,0.18020922,2.4561374,2.4635315,0.027604872,2.4396877,2.4639473,2.488391,-0.1044679499745694,0.073840274,0.024351650000000058,-0.00020955618478437743
373,E12-06-114 Hall A,8.521,5.659,0.616,-1.37317495,0.6896912,2.2227,0.04389813,0.013089072,0.3674988380550046,0.0865449398032236,0.2270218889291141,0.6896914,0.6824991,0.103447124,0.56089973,0.6807967,0.773168,2.2227,2.23202,0.038967088,2.1926863,2.2329807,2.2669218,-0.6498597222599105,0.10613413499999996,0.03711774999999995,-0.00261960610554038
374,E12-06-114 Hall A,10.591,8.44,0.608,-0.791098587,-0.020261765,2.907333,0.026277449,0.006562064,0.0181130243918869,0.1350103764350887,0.0765617004134878,-0.020261526,-0.023423994,0.12484042,-0.15020709,0.0091626495,0.090116635,2.907333,2.9108498,0.04706222,2.8660264,2.9135284,2.9561808,-0.2785228402089012,0.1201618625,0.04507719999999993,-0.0016363961384274054
375,E12-06-114 Hall A,10.591,8.453,0.609,-0.91206632,-0.37411577,2.7356827,0.027055912,0.00924959,0.2166024888834981,0.2653334517613238,0.2409679703224109,-0.37411577,-0.37094238,0.09300485,-0.44315025,-0.36468476,-0.2847414,2.7356827,2.7395456,0.03652759,2.7063756,2.7431746,2.7744424,0.3292019835636665,0.07920442500000002,0.03403339999999999,0.0011183791437325839
376,E12-06-114 Hall A,10.591,8.481,0.611,-1.037086159,-0.40436023,2.546562,0.015380619,0.011305644,0.3174372470067301,0.3383455732077552,0.3278914101072426,-0.4043607,-0.40055647,0.076510586,-0.4707629,-0.40476,-0.32518068,2.5465617,2.5523837,0.03773294,2.521477,2.5476918,2.5861979,0.5724533097230823,0.07279110999999999,0.032360450000000096,0.0016526551599934291
377,E12-06-114 Hall A,10.591,8.501,0.613,-1.163107259,-0.21308158,2.4267201,0.067156985,0.010409248,0.3040174100796742,0.2604546317766331,0.2822360209281536,-0.21308172,-0.21019241,0.07791486,-0.28615725,-0.20377198,-0.13577409,2.4267197,2.4306524,0.035513308,2.4008594,2.4298663,2.4593658,0.4306505928531672,0.07519158,0.02925320000000009,0.0011916164008183435
378,E12-06-114 Hall A,10.591,8.513,0.613,-1.328234507,0.37202755,2.3328557,0.03979139,0.00315023,0.2883287142085468,0.4598362170006271,0.3740824656045869,0.3720282,0.37244317,0.11402079,0.27284652,0.35825637,0.46537974,2.3328557,2.3291721,0.033236593,2.2987807,2.3280346,2.3684194,-0.1865809130639171,0.09626661,0.03481935000000003,-0.0007070787063897508
